hour_of_day,day_of_week,is_weekend,is_night,location_type,incident_count_7d,incident_count_30d,lighting_score,crowd_density,safety_label
2,6,1,1,0,18,18,0.035,0.3768,1
12,2,0,0,0,6,6,0.5889,0.0567,3
0,0,0,1,0,17,19,0.9332,0.0399,1
17,6,1,0,4,5,15,0.3682,0.7249,2
1,6,1,1,2,1,14,0.5086,0.3109,2
4,2,0,1,0,14,21,0.2276,0.0212,1
4,4,0,1,1,15,17,0.5409,0.0815,1
19,1,0,0,3,18,31,0.8026,0.1958,1
1,4,0,1,2,18,22,0.2153,0.0482,1
10,4,0,0,4,2,4,0.5535,0.9461,3
14,4,0,0,0,12,14,0.3546,0.5684,2
12,3,0,0,0,14,19,0.7479,0.394,2
16,4,0,0,0,12,23,0.702,0.5327,2
19,3,0,0,1,0,5,0.6988,0.1128,3
9,5,1,0,3,0,6,0.3778,0.7018,2
19,1,0,0,3,13,18,0.5993,0.9696,1
7,3,0,0,1,17,31,0.6511,0.1307,2
23,2,0,1,3,3,13,0.2042,0.1526,1
12,3,0,0,3,0,9,0.5753,0.6287,3
17,0,0,0,0,8,14,0.8668,0.1519,3
21,2,0,1,3,6,13,0.0746,0.1261,1
19,6,1,0,2,19,32,0.0558,0.6705,1
20,0,0,1,0,18,27,0.9625,0.6187,1
12,4,0,0,1,11,23,0.0607,0.2177,2
1,4,0,1,3,18,18,0.2709,0.8232,1
11,3,0,0,3,4,16,0.6123,0.1053,2
4,0,0,1,1,19,33,0.9187,0.3326,1
21,0,0,1,3,8,18,0.1695,0.7389,1
5,1,0,0,1,9,23,0.821,0.6139,3
5,0,0,0,2,1,9,0.7213,0.6001,2
5,0,0,0,0,3,7,0.5251,0.6863,3
15,1,0,0,4,3,12,0.3633,0.6465,3
13,1,0,0,4,9,18,0.0029,0.8743,2
22,5,1,1,0,3,5,0.2509,0.5688,2
9,4,0,0,2,2,5,0.9518,0.4013,3
6,0,0,0,3,12,16,0.2755,0.7661,1
1,4,0,1,2,17,25,0.7519,0.2592,1
0,0,0,1,1,1,3,0.5085,0.7596,2
8,2,0,0,4,11,22,0.3085,0.28,2
22,0,0,1,1,19,20,0.9911,0.4804,1
12,0,0,0,1,8,22,0.047,0.7392,2
21,0,0,1,1,3,13,0.5821,0.6277,1
2,3,0,1,4,1,6,0.4615,0.0857,3
2,3,0,1,2,18,23,0.0765,0.4466,1
20,2,0,1,3,8,18,0.0642,0.8119,1
2,4,0,1,4,2,3,0.6942,0.9968,2
1,5,1,1,4,17,27,0.1083,0.4668,1
9,5,1,0,4,16,24,0.801,0.0859,2
22,4,0,1,4,14,17,0.6251,0.3662,1
16,3,0,0,4,1,14,0.1009,0.4899,3
2,3,0,1,4,1,10,0.2868,0.0734,2
20,1,0,1,3,4,6,0.0412,0.8643,1
20,3,0,1,0,3,12,0.7976,0.5388,2
19,0,0,0,0,10,16,0.533,0.4161,2
21,6,1,1,3,7,18,0.0008,0.3972,1
5,2,0,0,1,15,22,0.5429,0.0283,2
23,5,1,1,4,2,16,0.4828,0.5189,2
7,6,1,0,4,14,27,0.6431,0.4756,2
19,3,0,0,3,18,18,0.0348,0.3459,1
13,6,1,0,3,2,8,0.0354,0.6587,1
18,3,0,0,1,13,16,0.3494,0.411,2
15,0,0,0,2,10,16,0.6885,0.5718,2
15,0,0,0,4,1,3,0.6666,0.885,3
14,0,0,0,4,5,13,0.2783,0.3639,3
18,6,1,0,1,15,17,0.2161,0.3979,1
17,3,0,0,4,17,26,0.6831,0.8659,2
3,2,0,1,2,7,13,0.0271,0.3581,1
19,3,0,0,4,2,16,0.5568,0.4394,3
12,1,0,0,2,4,17,0.4241,0.8008,2
7,6,1,0,3,16,25,0.2391,0.5919,1
12,6,1,0,0,11,17,0.5203,0.9339,2
23,0,0,1,1,8,18,0.2172,0.4707,1
20,5,1,1,3,0,10,0.1693,0.479,1
20,2,0,1,4,15,17,0.149,0.0429,1
11,0,0,0,0,9,14,0.4057,0.1973,2
18,6,1,0,0,10,24,0.5104,0.54,2
9,0,0,0,3,16,20,0.0317,0.1871,1
16,1,0,0,2,11,11,0.6107,0.4536,1
15,0,0,0,4,18,30,0.7503,0.2833,1
5,3,0,0,0,11,24,0.9561,0.0208,3
6,4,0,0,1,6,15,0.2031,0.4751,2
1,2,0,1,0,18,27,0.2087,0.6463,1
3,0,0,1,3,12,17,0.0914,0.3382,1
10,0,0,0,4,15,20,0.8908,0.7765,2
11,6,1,0,0,4,17,0.4069,0.1461,3
3,5,1,1,1,13,25,0.3018,0.0913,1
10,6,1,0,4,11,18,0.7412,0.9348,3
14,3,0,0,0,2,6,0.038,0.9217,3
5,3,0,0,4,5,7,0.5488,0.4065,3
8,5,1,0,4,18,18,0.4502,0.4199,2
8,4,0,0,0,11,18,0.6249,0.851,2
12,3,0,0,0,15,23,0.7311,0.5305,2
8,2,0,0,3,3,13,0.325,0.1171,2
17,3,0,0,0,4,16,0.6364,0.1149,3
7,0,0,0,2,18,23,0.5243,0.1311,1
10,1,0,0,0,8,10,0.134,0.7808,3
9,5,1,0,2,17,29,0.8817,0.6019,1
4,6,1,1,1,16,27,0.7546,0.2998,1
16,0,0,0,3,6,13,0.9217,0.1621,2
5,0,0,0,4,18,18,0.7204,0.1235,1
7,0,0,0,2,15,22,0.2448,0.7414,1
19,5,1,0,3,2,11,0.4305,0.8859,2
22,2,0,1,3,1,13,0.1161,0.5311,1
16,2,0,0,4,2,9,0.0358,0.7727,3
21,0,0,1,1,14,20,0.4105,0.2831,1
20,6,1,1,1,2,7,0.3456,0.5857,2
11,3,0,0,1,5,11,0.0039,0.438,2
18,5,1,0,3,8,8,0.8471,0.0877,1
7,4,0,0,4,2,3,0.1439,0.4874,3
11,0,0,0,1,6,17,0.501,0.8468,2
12,5,1,0,0,13,18,0.7847,0.0518,2
23,3,0,1,3,19,31,0.1813,0.4771,1
20,4,0,1,2,9,14,0.1694,0.8733,1
11,1,0,0,1,14,28,0.6182,0.7901,2
15,5,1,0,0,10,12,0.7576,0.4934,2
4,6,1,1,4,9,11,0.8548,0.1713,1
19,2,0,0,4,10,18,0.3187,0.8485,2
13,0,0,0,3,19,31,0.0339,0.1531,1
12,5,1,0,2,1,3,0.6079,0.2768,3
18,6,1,0,1,10,17,0.2258,0.1243,2
15,3,0,0,2,1,4,0.7809,0.459,2
1,4,0,1,0,17,28,0.6799,0.6292,1
6,1,0,0,1,12,20,0.7732,0.8271,2
4,0,0,1,2,0,9,0.9675,0.4613,2
17,6,1,0,2,12,16,0.5845,0.9707,2
0,3,0,1,0,8,12,0.9043,0.5959,2
4,1,0,1,4,0,9,0.6419,0.6044,2
14,4,0,0,1,19,24,0.1817,0.1753,1
16,0,0,0,2,7,17,0.7993,0.1901,2
12,0,0,0,2,0,2,0.6937,0.5766,3
20,1,0,1,2,12,16,0.9779,0.7209,1
22,3,0,1,4,7,8,0.2434,0.2047,1
3,2,0,1,3,13,14,0.0999,0.484,1
22,1,0,1,4,3,6,0.8215,0.3562,2
14,2,0,0,1,16,23,0.0629,0.4388,1
15,2,0,0,1,8,10,0.6332,0.2221,3
2,3,0,1,2,8,9,0.5355,0.1407,1
14,3,0,0,2,16,29,0.1688,0.3205,1
17,6,1,0,1,10,17,0.1651,0.8689,2
13,5,1,0,2,0,10,0.8102,0.8052,3
2,2,0,1,0,11,21,0.0154,0.1017,1
12,6,1,0,2,12,13,0.7468,0.0878,1
22,3,0,1,3,6,15,0.2198,0.493,1
17,1,0,0,2,3,15,0.6497,0.2774,3
3,2,0,1,4,1,7,0.4095,0.8234,2
23,5,1,1,4,16,28,0.0283,0.4862,1
23,5,1,1,4,0,14,0.8018,0.8527,3
4,2,0,1,0,11,19,0.1257,0.1082,1
19,1,0,0,4,16,17,0.2808,0.9701,1
9,1,0,0,1,7,16,0.9468,0.7671,3
14,0,0,0,2,4,17,0.3019,0.7319,3
10,4,0,0,2,14,22,0.2551,0.9402,1
18,3,0,0,1,12,24,0.9734,0.4703,2
23,3,0,1,4,0,8,0.0859,0.1489,2
19,4,0,0,3,11,17,0.1607,0.4969,1
22,5,1,1,4,0,14,0.4383,0.8152,2
22,5,1,1,4,7,9,0.7877,0.8595,1
2,0,0,1,2,6,12,0.8844,0.4885,1
6,4,0,0,3,16,18,0.7556,0.7323,1
17,6,1,0,2,19,28,0.9762,0.247,1
14,5,1,0,2,13,26,0.0168,0.2305,1
1,2,0,1,3,14,28,0.1859,0.5863,1
2,2,0,1,3,0,3,0.0349,0.4218,1
12,6,1,0,4,1,11,0.9104,0.1611,3
14,0,0,0,3,15,28,0.9353,0.7614,1
4,3,0,1,3,8,20,0.0909,0.5321,1
4,0,0,1,4,10,17,0.8277,0.5204,1
3,6,1,1,0,13,15,0.6303,0.1893,1
13,0,0,0,3,6,12,0.1005,0.2411,1
0,0,0,1,1,13,24,0.6028,0.6927,1
13,2,0,0,2,14,23,0.9761,0.8519,2
11,1,0,0,3,4,9,0.3081,0.1772,1
11,3,0,0,1,13,16,0.0011,0.8123,2
16,2,0,0,4,3,12,0.9768,0.7881,3
12,2,0,0,2,6,12,0.414,0.8149,2
17,3,0,0,1,15,22,0.4309,0.5817,2
18,3,0,0,1,19,33,0.7126,0.3518,1
22,6,1,1,2,1,1,0.6044,0.771,2
19,3,0,0,4,12,15,0.302,0.4799,2
12,3,0,0,0,11,24,0.1,0.2219,1
11,4,0,0,2,12,25,0.8274,0.4024,2
5,1,0,0,4,15,19,0.4834,0.4577,1
14,4,0,0,2,1,15,0.6725,0.5053,3
3,6,1,1,2,14,17,0.8605,0.8976,1
22,2,0,1,1,5,5,0.0177,0.4112,1
20,1,0,1,0,3,7,0.8594,0.2848,2
2,2,0,1,3,8,15,0.2255,0.9623,1
18,1,0,0,4,0,0,0.9468,0.2419,3
2,4,0,1,2,12,14,0.2336,0.0111,1
17,6,1,0,2,11,22,0.3224,0.8498,1
2,4,0,1,0,10,19,0.6615,0.9544,2
11,0,0,0,4,0,9,0.9258,0.6821,3
15,2,0,0,4,15,29,0.9927,0.4076,2
17,4,0,0,4,0,3,0.4167,0.5438,3
10,2,0,0,1,5,18,0.5392,0.832,3
22,4,0,1,3,7,12,0.0512,0.8853,1
18,4,0,0,2,14,27,0.694,0.1025,1
4,2,0,1,1,8,19,0.8374,0.868,2
16,4,0,0,1,16,19,0.7986,0.6173,2
17,2,0,0,1,18,21,0.3458,0.0323,1
8,0,0,0,2,15,23,0.9633,0.1085,2
17,2,0,0,0,0,7,0.1203,0.0455,3
21,3,0,1,3,15,18,0.1482,0.9486,1
19,0,0,0,2,4,7,0.5546,0.4265,3
18,6,1,0,4,17,30,0.5365,0.7156,2
15,3,0,0,1,19,30,0.7579,0.0017,1
6,0,0,0,0,1,3,0.6096,0.7932,3
19,6,1,0,1,1,11,0.0771,0.482,2
8,5,1,0,4,13,15,0.1799,0.9236,2
12,0,0,0,1,2,8,0.5322,0.5209,3
7,1,0,0,3,19,19,0.6945,0.7888,1
7,2,0,0,4,10,19,0.5142,0.6295,2
3,3,0,1,1,11,13,0.3555,0.5205,1
23,5,1,1,3,17,20,0.0153,0.9482,1
3,2,0,1,1,4,6,0.7859,0.4956,2
2,4,0,1,1,11,13,0.4972,0.8924,2
22,0,0,1,1,19,20,0.5388,0.0361,1
13,4,0,0,3,0,8,0.469,0.6574,2
10,6,1,0,4,3,16,0.2653,0.9117,2
17,3,0,0,1,2,6,0.2764,0.8993,3
9,3,0,0,1,6,17,0.0635,0.4851,3
3,2,0,1,4,2,10,0.7076,0.4721,2
17,6,1,0,2,3,6,0.2719,0.8105,2
4,0,0,1,2,17,17,0.2986,0.335,1
13,2,0,0,3,9,20,0.9935,0.9372,1
22,0,0,1,0,7,7,0.3858,0.2507,1
22,6,1,1,4,8,14,0.5107,0.0744,1
8,3,0,0,1,19,19,0.3865,0.7719,2
18,6,1,0,3,9,20,0.2902,0.4047,1
14,4,0,0,2,9,23,0.0059,0.3558,2
11,3,0,0,3,18,22,0.8549,0.3209,1
3,3,0,1,3,0,4,0.1419,0.9804,1
9,1,0,0,0,9,17,0.7199,0.5717,2
15,3,0,0,0,14,21,0.9587,0.9919,2
23,4,0,1,4,10,15,0.0028,0.3436,1
0,6,1,1,2,17,22,0.675,0.414,1
17,3,0,0,1,17,19,0.1186,0.2118,1
20,6,1,1,0,6,9,0.458,0.4304,1
22,6,1,1,0,16,24,0.8468,0.062,1
10,3,0,0,4,4,15,0.0715,0.0006,3
2,3,0,1,4,4,15,0.9896,0.4531,2
6,0,0,0,1,19,26,0.5808,0.746,2
20,1,0,1,1,0,11,0.395,0.4371,2
21,6,1,1,2,7,15,0.0195,0.518,1
15,0,0,0,0,12,17,0.5868,0.4456,2
2,2,0,1,2,8,13,0.4949,0.5268,1
2,4,0,1,3,16,23,0.0646,0.7756,1
11,1,0,0,4,5,9,0.4904,0.8038,3
14,6,1,0,1,11,22,0.0128,0.8381,2
0,4,0,1,0,2,4,0.9995,0.2124,2
16,0,0,0,0,4,4,0.3321,0.4578,3
13,1,0,0,1,3,10,0.4802,0.831,3
0,5,1,1,3,14,15,0.2354,0.9419,1
2,6,1,1,0,4,6,0.7128,0.543,2
10,6,1,0,3,13,18,0.8886,0.493,1
17,5,1,0,2,6,6,0.9413,0.7646,2
19,0,0,0,3,11,14,0.1892,0.9917,1
10,5,1,0,2,17,25,0.3904,0.4259,1
7,0,0,0,0,17,22,0.6868,0.1651,2
23,0,0,1,0,0,13,0.045,0.8343,2
11,4,0,0,2,15,16,0.7169,0.7104,2
7,3,0,0,2,19,29,0.0049,0.1451,1
10,4,0,0,4,13,21,0.9141,0.3235,2
0,5,1,1,4,3,12,0.7182,0.5532,2
7,0,0,0,0,13,23,0.5655,0.7315,2
12,3,0,0,1,12,12,0.4289,0.7806,2
22,5,1,1,1,13,24,0.988,0.1557,1
17,3,0,0,0,8,12,0.7365,0.2168,3
18,3,0,0,0,10,19,0.8073,0.7441,3
13,3,0,0,0,13,17,0.8254,0.1161,2
2,6,1,1,2,9,14,0.0219,0.4982,1
9,0,0,0,0,15,25,0.0547,0.546,1
23,6,1,1,0,14,28,0.1984,0.3394,1
1,5,1,1,0,6,19,0.6552,0.7963,1
21,5,1,1,3,12,22,0.1872,0.0554,1
16,2,0,0,3,15,23,0.3252,0.7774,1
6,3,0,0,4,9,16,0.973,0.646,3
18,2,0,0,0,14,28,0.0931,0.5072,2
20,1,0,1,1,2,5,0.7767,0.8724,3
1,6,1,1,2,7,21,0.4809,0.2022,1
2,3,0,1,3,14,23,0.1257,0.8008,1
15,5,1,0,0,17,26,0.0256,0.1878,1
23,0,0,1,1,12,20,0.7278,0.9904,1
0,5,1,1,2,13,25,0.7716,0.0328,1
15,4,0,0,0,6,16,0.319,0.5532,3
3,6,1,1,1,14,15,0.517,0.168,1
15,0,0,0,3,7,18,0.6064,0.408,1
14,3,0,0,2,1,11,0.3676,0.1479,2
2,3,0,1,2,4,17,0.6156,0.1938,1
16,3,0,0,2,12,26,0.4341,0.061,1
21,0,0,1,4,19,33,0.8781,0.008,1
20,3,0,1,2,9,9,0.7185,0.7193,1
0,2,0,1,2,17,26,0.1105,0.4535,1
5,4,0,0,4,15,29,0.7996,0.0456,2
5,1,0,0,0,11,25,0.3375,0.939,3
10,3,0,0,0,16,24,0.9356,0.6656,2
3,4,0,1,2,8,21,0.6034,0.2643,1
20,0,0,1,1,8,21,0.0276,0.4387,1
18,5,1,0,1,14,14,0.7344,0.4893,2
19,5,1,0,0,12,25,0.1307,0.5699,2
4,0,0,1,4,10,19,0.8773,0.8575,1
0,0,0,1,3,8,16,0.2845,0.5899,1
21,5,1,1,3,19,21,0.2086,0.9787,1
6,1,0,0,0,1,14,0.5329,0.7268,3
15,6,1,0,1,1,5,0.6021,0.9885,3
21,3,0,1,3,9,15,0.1287,0.5507,1
0,2,0,1,2,0,4,0.0836,0.6784,1
0,1,0,1,3,6,20,0.2787,0.7379,1
0,4,0,1,3,11,18,0.0988,0.7547,1
3,0,0,1,2,8,9,0.3128,0.0244,1
1,2,0,1,3,4,4,0.0574,0.1275,1
19,2,0,0,1,5,19,0.9924,0.2277,3
14,1,0,0,0,12,15,0.9426,0.2715,2
23,2,0,1,4,19,30,0.3494,0.9054,1
19,3,0,0,0,15,15,0.26,0.7226,1
23,4,0,1,1,10,23,0.8054,0.1433,1
5,0,0,0,0,2,11,0.4226,0.4264,3
6,6,1,0,1,4,7,0.9678,0.2431,3
20,6,1,1,1,8,21,0.9012,0.8299,2
5,4,0,0,0,4,8,0.7595,0.9178,3
1,6,1,1,2,13,27,0.0899,0.1643,1
16,2,0,0,4,7,15,0.7021,0.4166,3
19,5,1,0,0,16,22,0.9873,0.9528,2
23,5,1,1,4,5,5,0.3733,0.6571,2
22,3,0,1,2,9,12,0.8816,0.8681,1
2,1,0,1,2,14,14,0.4081,0.3577,1
18,3,0,0,2,4,16,0.9713,0.2097,2
20,6,1,1,1,15,16,0.6536,0.6913,1
16,6,1,0,0,11,12,0.0965,0.1374,1
19,3,0,0,2,12,13,0.479,0.8399,2
20,1,0,1,4,9,23,0.0497,0.7548,1
10,5,1,0,2,18,32,0.3951,0.3049,1
0,0,0,1,2,15,25,0.9154,0.4987,1
10,1,0,0,3,3,4,0.2322,0.7992,2
4,3,0,1,1,11,18,0.9506,0.9349,1
2,6,1,1,0,18,32,0.0999,0.3522,1
2,2,0,1,2,5,6,0.6648,0.79,1
16,3,0,0,4,10,21,0.9657,0.1945,2
12,2,0,0,1,15,15,0.6542,0.9035,2
12,3,0,0,4,5,17,0.899,0.6863,3
17,0,0,0,4,10,18,0.991,0.1527,2
13,4,0,0,1,11,24,0.6418,0.7398,3
15,4,0,0,2,3,9,0.7823,0.7241,3
2,2,0,1,3,3,14,0.0096,0.7423,1
20,1,0,1,2,11,23,0.4273,0.3449,1
10,5,1,0,3,3,7,0.2883,0.7398,2
3,1,0,1,4,18,27,0.8242,0.8266,1
19,0,0,0,3,10,16,0.6776,0.3471,1
17,0,0,0,4,14,20,0.6144,0.208,2
1,6,1,1,4,7,18,0.9316,0.8879,2
4,2,0,1,4,5,8,0.0889,0.6207,1
0,0,0,1,4,9,10,0.9538,0.4604,2
6,6,1,0,1,14,21,0.1008,0.8797,1
2,1,0,1,0,7,19,0.347,0.136,1
17,2,0,0,0,5,7,0.6303,0.8106,3
12,0,0,0,1,2,7,0.3415,0.4908,3
23,4,0,1,3,10,20,0.2048,0.0425,1
17,4,0,0,2,13,20,0.7754,0.9726,2
14,5,1,0,2,10,19,0.8285,0.7781,2
12,1,0,0,0,5,12,0.1793,0.2148,3
1,2,0,1,3,4,16,0.0546,0.9237,1
1,6,1,1,1,7,20,0.0523,0.9353,1
14,5,1,0,3,6,12,0.4909,0.8005,1
0,0,0,1,0,4,10,0.1375,0.1272,2
1,4,0,1,1,18,22,0.3186,0.1864,1
5,5,1,0,0,6,12,0.8404,0.754,2
21,3,0,1,1,5,17,0.9487,0.9138,2
11,4,0,0,4,12,19,0.8221,0.215,2
17,0,0,0,2,16,26,0.0006,0.4608,1
9,0,0,0,2,9,15,0.568,0.1548,1
4,0,0,1,1,13,23,0.1667,0.478,1
8,1,0,0,1,1,11,0.3757,0.6425,3
2,6,1,1,3,10,17,0.1284,0.0186,1
18,4,0,0,4,1,15,0.9429,0.6429,3
4,5,1,1,3,2,15,0.1901,0.6397,1
9,2,0,0,3,11,13,0.2677,0.455,1
23,6,1,1,2,4,7,0.6428,0.8954,1
14,1,0,0,0,0,14,0.9519,0.1348,3
11,6,1,0,3,3,9,0.0592,0.0513,1
13,0,0,0,4,15,19,0.816,0.4958,2
18,0,0,0,2,11,22,0.2169,0.533,1
6,0,0,0,0,7,16,0.1531,0.2667,2
15,5,1,0,3,19,20,0.8989,0.9616,1
20,1,0,1,4,7,8,0.0018,0.2537,1
13,3,0,0,1,17,29,0.7411,0.2702,2
10,3,0,0,0,6,17,0.0872,0.811,3
3,5,1,1,3,0,5,0.1854,0.9228,1
5,2,0,0,1,2,14,0.6209,0.5361,3
22,0,0,1,3,5,6,0.2588,0.0191,1
12,2,0,0,3,3,16,0.8226,0.3554,2
7,2,0,0,1,3,4,0.6852,0.2239,3
10,5,1,0,0,7,16,0.3805,0.511,2
13,5,1,0,2,19,31,0.1664,0.6826,1
12,0,0,0,2,4,13,0.6357,0.3924,2
16,5,1,0,4,4,15,0.497,0.5374,2
6,0,0,0,1,19,24,0.0779,0.7599,1
15,4,0,0,1,4,8,0.9556,0.2461,3
10,2,0,0,4,16,19,0.3144,0.196,2
22,2,0,1,3,12,13,0.0006,0.8056,1
3,3,0,1,3,18,22,0.2705,0.037,1
3,2,0,1,4,11,14,0.5771,0.1506,1
11,5,1,0,3,11,22,0.7331,0.0124,1
12,6,1,0,4,4,7,0.1527,0.5554,3
16,5,1,0,3,11,13,0.4046,0.6001,1
9,3,0,0,2,13,23,0.6451,0.531,2
21,3,0,1,0,19,27,0.251,0.4143,1
11,3,0,0,3,1,4,0.7015,0.529,2
3,5,1,1,3,3,13,0.0701,0.1939,1
2,3,0,1,4,0,3,0.2091,0.8262,2
23,3,0,1,3,15,26,0.0035,0.9808,1
3,2,0,1,2,1,1,0.2819,0.5406,1
22,2,0,1,2,18,26,0.2467,0.3744,1
6,3,0,0,0,7,15,0.7644,0.7918,3
2,4,0,1,0,5,10,0.5697,0.1931,2
7,3,0,0,0,19,29,0.1778,0.3208,1
14,5,1,0,4,14,19,0.5681,0.94,2
10,5,1,0,3,10,19,0.2254,0.1863,1
18,3,0,0,1,17,20,0.4255,0.1121,1
14,6,1,0,2,15,23,0.8882,0.5464,1
9,1,0,0,2,12,23,0.7193,0.5874,2
15,6,1,0,1,6,20,0.6511,0.5972,2
23,2,0,1,2,19,24,0.2815,0.1645,1
9,3,0,0,1,14,21,0.1246,0.7211,2
3,1,0,1,3,18,25,0.2259,0.2423,1
9,3,0,0,3,19,31,0.5679,0.9481,1
20,2,0,1,0,10,24,0.6228,0.228,2
5,4,0,0,2,7,16,0.9751,0.0173,2
22,0,0,1,4,18,30,0.3483,0.5678,1
14,5,1,0,4,19,20,0.8007,0.2028,1
14,6,1,0,3,2,13,0.559,0.6286,2
7,3,0,0,3,12,24,0.2353,0.2292,1
22,3,0,1,0,12,22,0.0529,0.4281,1
0,4,0,1,4,14,22,0.616,0.1795,1
7,1,0,0,3,19,32,0.2976,0.4288,1
10,5,1,0,4,5,14,0.6955,0.1365,3
11,1,0,0,4,19,31,0.7007,0.338,1
11,4,0,0,1,12,14,0.4555,0.1989,2
3,2,0,1,0,1,10,0.5364,0.8161,2
5,5,1,0,3,10,16,0.6265,0.7294,1
2,5,1,1,2,2,15,0.4686,0.1668,1
13,1,0,0,0,19,32,0.8774,0.0829,1
8,4,0,0,1,15,27,0.0759,0.0257,1
13,3,0,0,4,18,21,0.9798,0.2267,2
14,2,0,0,1,12,19,0.0335,0.4802,2
16,4,0,0,1,7,7,0.2081,0.3999,2
13,6,1,0,3,8,22,0.7083,0.9715,2
15,0,0,0,3,18,21,0.085,0.7922,1
14,6,1,0,1,3,12,0.2622,0.0782,2
15,5,1,0,4,17,24,0.154,0.1589,1
14,3,0,0,2,8,21,0.7236,0.0266,2
7,4,0,0,0,11,23,0.5789,0.1382,2
5,2,0,0,1,13,24,0.0645,0.5294,2
18,0,0,0,4,1,10,0.4601,0.0767,3
8,4,0,0,0,2,3,0.2085,0.0599,3
13,5,1,0,0,3,16,0.9677,0.1182,3
4,1,0,1,3,15,15,0.0324,0.6694,1
10,5,1,0,2,1,7,0.5981,0.0194,2
12,5,1,0,1,12,17,0.4818,0.9696,2
15,5,1,0,2,2,7,0.5781,0.3808,2
12,2,0,0,0,15,29,0.9565,0.3366,2
8,2,0,0,1,19,22,0.3413,0.4748,1
23,2,0,1,1,8,16,0.7488,0.5179,2
12,5,1,0,2,4,7,0.4475,0.42,2
19,6,1,0,3,8,21,0.6608,0.4863,2
17,2,0,0,4,13,24,0.3657,0.3397,2
13,6,1,0,0,14,20,0.2271,0.322,1
21,3,0,1,1,12,13,0.0836,0.0273,1
3,2,0,1,1,11,13,0.1018,0.6718,1
22,0,0,1,2,12,15,0.9594,0.6173,1
20,4,0,1,2,4,10,0.7885,0.6688,2
12,4,0,0,4,4,17,0.245,0.9411,3
17,6,1,0,4,18,19,0.5291,0.4731,2
12,5,1,0,3,11,19,0.7142,0.8818,1
6,0,0,0,0,17,22,0.3525,0.4439,1
19,3,0,0,0,12,12,0.44,0.4776,2
5,5,1,0,4,9,18,0.7184,0.633,3
7,3,0,0,4,11,21,0.2275,0.2159,2
12,3,0,0,1,13,27,0.5263,0.2174,2
20,5,1,1,0,3,10,0.2101,0.5098,1
9,4,0,0,3,9,13,0.0031,0.0686,1
11,4,0,0,2,14,26,0.6903,0.2367,2
0,3,0,1,4,1,4,0.7073,0.7934,2
2,1,0,1,2,1,11,0.9957,0.4637,2
1,3,0,1,3,3,17,0.0543,0.0266,1
1,6,1,1,3,11,11,0.2219,0.0607,1
20,4,0,1,0,4,17,0.948,0.9195,2
20,4,0,1,0,8,11,0.6446,0.9567,2
19,0,0,0,3,2,9,0.9631,0.6411,2
1,6,1,1,0,5,8,0.9944,0.1849,2
1,1,0,1,1,0,2,0.8016,0.3681,2
6,6,1,0,3,16,26,0.9993,0.3055,1
13,3,0,0,1,9,16,0.6258,0.7852,2
8,6,1,0,0,3,10,0.4971,0.5371,2
11,6,1,0,0,10,17,0.9176,0.7797,2
4,5,1,1,2,18,29,0.831,0.3605,1
17,6,1,0,3,16,30,0.1101,0.8695,1
7,4,0,0,3,17,24,0.3027,0.4292,1
1,5,1,1,4,8,10,0.2606,0.4174,1
17,1,0,0,3,7,11,0.8553,0.4891,2
21,0,0,1,3,6,13,0.07,0.5918,1
0,3,0,1,1,6,7,0.304,0.8941,1
10,5,1,0,1,18,21,0.5188,0.4578,1
19,5,1,0,1,2,5,0.0761,0.9301,2
16,3,0,0,0,17,31,0.9612,0.3937,2
20,3,0,1,4,18,24,0.4911,0.3246,1
9,4,0,0,1,16,29,0.1904,0.295,1
8,6,1,0,2,12,20,0.2708,0.0212,1
17,5,1,0,1,17,24,0.7981,0.8491,2
3,0,0,1,0,0,14,0.634,0.0792,3
5,4,0,0,4,16,26,0.4646,0.3343,2
14,2,0,0,1,10,13,0.3316,0.2505,2
16,5,1,0,0,19,23,0.9007,0.7444,2
2,3,0,1,1,1,10,0.7726,0.9326,2
12,6,1,0,0,18,18,0.7181,0.8167,2
8,3,0,0,4,11,13,0.446,0.32,2
12,4,0,0,0,2,3,0.9812,0.4558,3
23,0,0,1,1,10,20,0.7101,0.247,1
1,6,1,1,1,0,6,0.4236,0.924,2
23,1,0,1,0,1,1,0.9606,0.1187,3
10,2,0,0,0,10,21,0.8957,0.952,3
18,5,1,0,2,16,25,0.74,0.8137,1
10,6,1,0,1,2,12,0.767,0.7116,3
7,3,0,0,0,5,7,0.4236,0.774,3
18,3,0,0,1,7,20,0.5074,0.3393,2
16,0,0,0,1,10,12,0.1915,0.2959,2
3,6,1,1,2,0,8,0.5954,0.3814,2
16,0,0,0,4,12,20,0.3699,0.1816,1
18,0,0,0,1,9,12,0.3474,0.7464,3
9,3,0,0,3,19,24,0.9482,0.475,1
22,0,0,1,3,6,6,0.0494,0.8858,1
15,1,0,0,0,9,16,0.83,0.8784,2
8,4,0,0,2,1,11,0.2815,0.1559,3
0,4,0,1,2,18,22,0.0287,0.2188,1
16,2,0,0,2,16,24,0.0405,0.4106,1
5,5,1,0,0,7,21,0.4292,0.1188,3
18,4,0,0,2,9,12,0.4545,0.6894,2
12,1,0,0,0,17,21,0.3203,0.7376,1
11,4,0,0,4,5,6,0.6688,0.7214,3
3,4,0,1,2,4,12,0.4853,0.4702,1
17,5,1,0,0,4,7,0.0741,0.8432,2
